"transaction_id","sample_id","transaction_type","transaction_amount"
52347993,14299,"REBILL",24.95
52347994,14299,"REBILL",24.95
52347995,14299,"REBILL",24.95
52347996,14299,"REBILL",24.95
52347997,14299,"REBILL",24.95
52347998,14299,"REBILL",24.95
52347999,14330,"REBILL",29.95
52348000,14361,"REBILL",24.95
52348001,14364,"REBILL",24.95
52348002,14370,"REBILL",39.95
52348003,14370,"REBILL",39.95
52348004,14383,"REBILL",39.95
52348005,14383,"REBILL",39.95
52348006,14383,"REBILL",39.95
52348007,14393,"REBILL",19.95
52348008,14393,"REBILL",19.95
52348009,14393,"REBILL",19.95
52348010,14393,"REBILL",19.95
52348011,14396,"REBILL",24.95
52348012,14414,"REBILL",29.95
52348013,14425,"REBILL",32.95
52348014,14431,"REBILL",19.95
52348015,14431,"REBILL",19.95
52348016,14431,"REBILL",19.95
52348017,14431,"REBILL",19.95
52348018,14431,"REBILL",19.95
52348019,14431,"REBILL",19.95
52348020,14461,"REBILL",24.95
52348021,14461,"REBILL",24.95
52348022,14461,"REBILL",24.95
52348023,14461,"REBILL",24.95
52348024,14461,"REBILL",24.95
52348025,14461,"REBILL",24.95
52348026,14461,"REBILL",24.95
52348027,14464,"REBILL",29.95
52348028,14464,"REBILL",29.95
52348029,14464,"REBILL",29.95
52348030,14474,"REBILL",32.95
52348031,14474,"REBILL",32.95
52348032,14474,"REBILL",32.95
52348033,14474,"REBILL",32.95
52348034,14474,"REBILL",32.95
52348035,14474,"REBILL",32.95
52348036,14474,"REBILL",32.95
52348037,14474,"REBILL",32.95
52348038,14474,"REBILL",32.95
52348039,14487,"REBILL",24.95
52348040,14512,"REBILL",24.95
52348041,14512,"REBILL",24.95
52348042,14518,"REBILL",24.95
52348043,14518,"REBILL",24.95
52348044,14541,"REBILL",39.95
52348045,14552,"REBILL",24.95
52348046,14552,"REBILL",24.95
52348047,14552,"REBILL",24.95
52348048,14552,"REBILL",24.95
52348049,14552,"REBILL",24.95
52348050,14552,"REBILL",24.95
52348051,14552,"REBILL",24.95
52348052,14552,"REBILL",24.95
52348053,14562,"REBILL",29.95
52348054,14624,"REBILL",19.95
52348055,14624,"REBILL",19.95
52348056,14624,"REBILL",19.95
52348057,14640,"REBILL",19.95
52348058,14640,"REBILL",19.95
52348059,14640,"REBILL",19.95
52348060,14660,"REBILL",32.95
52348061,14660,"REBILL",32.95
52348062,14661,"REBILL",24.95
52348063,14704,"REBILL",32.95
52348064,14704,"REBILL",32.95
52348065,14731,"REBILL",29.95
52348066,14731,"REBILL",29.95
52348067,14731,"REBILL",29.95
52348068,14731,"REBILL",29.95
52348069,14731,"REBILL",29.95
52348070,14734,"REBILL",24.95
52348071,14797,"REBILL",29.95
52348072,14802,"REFUND",-32.95
52348073,14802,"REFUND",-32.95
52348074,14811,"REBILL",39.95
52348075,14862,"REBILL",39.95
52348076,14864,"REBILL",32.95
52348077,14864,"REBILL",32.95
52348078,14864,"REBILL",32.95
52348079,14864,"REBILL",32.95
52348080,14864,"REBILL",32.95
52348081,14864,"REBILL",32.95
52348082,14864,"REBILL",32.95
52348083,14906,"REBILL",19.95
52348084,14906,"REBILL",19.95
52348085,14906,"REBILL",19.95
52348086,14906,"REBILL",19.95
52348087,14906,"REBILL",19.95
52348088,14993,"REBILL",32.95
52348089,14993,"REBILL",32.95
52348090,14993,"REBILL",32.95
52348091,14993,"REBILL",32.95
52348092,14993,"REBILL",32.95
52348093,14993,"REBILL",32.95
52348094,14995,"REBILL",29.95
52348095,15018,"REBILL",39.95
52348096,15031,"REBILL",29.95
52348097,15031,"REBILL",29.95
52348098,15088,"REBILL",32.95
52348099,15088,"REBILL",32.95
52348100,15088,"REBILL",32.95
52348101,15169,"CHARGEBACK",-24.95
52348102,15210,"CHARGEBACK",-39.95
52348103,15210,"CHARGEBACK",-39.95
52348104,15223,"CHARGEBACK",-24.95
52348105,15223,"CHARGEBACK",-24.95
52348106,15241,"REBILL",24.95
52348107,15241,"REBILL",24.95
52348108,15261,"REBILL",29.95
52348109,15261,"REBILL",29.95
52348110,15285,"REBILL",24.95
52348111,15285,"REBILL",24.95
52348112,15313,"REBILL",29.95
52348113,15313,"REBILL",29.95
52348114,15313,"REBILL",29.95
52348115,15318,"REBILL",39.95
52348116,15335,"REBILL",29.95
52348117,15339,"REFUND",-19.95
52348118,15373,"REBILL",39.95
52348119,15393,"REBILL",32.95
52348120,15393,"REBILL",32.95
52348121,15393,"REBILL",32.95
52348122,15393,"REBILL",32.95
52348123,15480,"REFUND",-19.95
52348124,15480,"REFUND",-19.95
52348125,15497,"REBILL",39.95
52348126,15497,"REBILL",39.95
52348127,15497,"REBILL",39.95
52348128,15508,"REBILL",29.95
52348129,15512,"REFUND",-19.95
52348130,15512,"REFUND",-19.95
52348131,15513,"REBILL",39.95
52348132,15513,"REBILL",39.95
52348133,15523,"REBILL",19.95
52348134,15523,"REBILL",19.95
52348135,15523,"REBILL",19.95
52348136,15523,"REBILL",19.95
52348137,15566,"REFUND",-24.95
52348138,15566,"REFUND",-24.95
52348139,15571,"REBILL",39.95
52348140,15571,"REBILL",39.95
52348141,15609,"REBILL",29.95
52348142,15609,"REBILL",29.95
52348143,15639,"REBILL",39.95
52348144,15677,"CHARGEBACK",-32.95
52348145,15682,"REBILL",24.95
52348146,15682,"REBILL",24.95
52348147,15731,"REBILL",39.95
52348148,15731,"REBILL",39.95
52348149,15731,"REBILL",39.95
52348150,15731,"REBILL",39.95
52348151,15745,"REBILL",39.95
52348152,15745,"REBILL",39.95
52348153,15752,"REBILL",19.95
52348154,15752,"REBILL",19.95
52348155,15752,"REBILL",19.95
52348156,15752,"REBILL",19.95
52348157,15752,"REBILL",19.95
52348158,15752,"REBILL",19.95
52348159,15752,"REBILL",19.95
52348160,15752,"REBILL",19.95
52348161,15752,"REBILL",19.95
52348162,15770,"REBILL",39.95
52348163,15771,"REBILL",19.95
52348164,15777,"REBILL",24.95
52348165,15825,"REBILL",19.95
52348166,15825,"REBILL",19.95
52348167,15833,"REBILL",24.95
52348168,15833,"REBILL",24.95
52348169,15833,"REBILL",24.95
52348170,15851,"REBILL",19.95
52348171,15851,"REBILL",19.95
52348172,15851,"REBILL",19.95
52348173,15851,"REBILL",19.95
52348174,15851,"REBILL",19.95
52348175,15851,"REBILL",19.95
52348176,15851,"REBILL",19.95
52348177,15851,"REBILL",19.95
52348178,15851,"REBILL",19.95
52348179,15851,"REBILL",19.95
52348180,15864,"REBILL",24.95
52348181,15864,"REBILL",24.95
52348182,15864,"REBILL",24.95
52348183,15864,"REBILL",24.95
52348184,15873,"REBILL",32.95
52348185,15873,"REBILL",32.95
52348186,15873,"REBILL",32.95
52348187,15873,"REBILL",32.95
52348188,15899,"REBILL",32.95
52348189,15899,"REBILL",32.95
52348190,15899,"REBILL",32.95
52348191,15899,"REBILL",32.95
52348192,15899,"REBILL",32.95
52348193,15909,"REBILL",24.95
52348194,15909,"CHARGEBACK",-24.95
52348195,15929,"REBILL",29.95
52348196,15945,"REBILL",29.95
52348197,15945,"REBILL",29.95
52348198,15945,"REBILL",29.95
52348199,15960,"REBILL",39.95
52348200,15992,"REBILL",29.95
52348201,15992,"REBILL",29.95
52348202,15992,"REBILL",29.95
52348203,15992,"REBILL",29.95
52348204,15992,"REBILL",29.95
52348205,15992,"REBILL",29.95
52348206,15992,"REBILL",29.95
52348207,16003,"REBILL",29.95
52348208,16071,"REBILL",29.95
52348209,16102,"REBILL",24.95
52348210,16127,"REBILL",24.95
52348211,16127,"REBILL",24.95
52348212,16127,"REBILL",24.95
52348213,16127,"REBILL",24.95
52348214,16127,"REBILL",24.95
52348215,16127,"REBILL",24.95
52348216,16127,"REBILL",24.95
52348217,16127,"REBILL",24.95
52348218,16142,"REBILL",24.95
52348219,16142,"REBILL",24.95
52348220,16182,"REBILL",24.95
52348221,16182,"REBILL",24.95
52348222,16189,"REBILL",29.95
52348223,16191,"REBILL",24.95
52348224,16191,"REBILL",24.95
52348225,16191,"REBILL",24.95
52348226,16198,"REBILL",32.95
52348227,16198,"REBILL",32.95
52348228,16198,"REBILL",32.95
52348229,16198,"REBILL",32.95
52348230,16227,"REBILL",24.95
52348231,16231,"REBILL",19.95
52348232,16231,"REBILL",19.95
52348233,16239,"REBILL",24.95
52348234,16260,"REBILL",24.95
52348235,16260,"REBILL",24.95
52348236,16260,"REBILL",24.95
52348237,16260,"REBILL",24.95
52348238,16264,"REBILL",24.95
52348239,16264,"REBILL",24.95
52348240,16264,"REBILL",24.95
52348241,16343,"REBILL",24.95
52348242,16352,"REBILL",29.95
52348243,16360,"REBILL",29.95
52348244,16363,"REBILL",29.95
52348245,16383,"REBILL",29.95
52348246,16383,"REBILL",29.95
52348247,16417,"REBILL",39.95
52348248,16417,"REBILL",39.95
52348249,16417,"REBILL",39.95
52348250,16436,"REBILL",24.95
52348251,16441,"REBILL",24.95
52348252,16441,"REBILL",24.95
52348253,16446,"REBILL",39.95
52348254,16446,"REBILL",39.95
52348255,16460,"REBILL",29.95
52348256,16460,"REBILL",29.95
52348257,16460,"REBILL",29.95
52348258,16460,"REBILL",29.95
52348259,16460,"REBILL",29.95
52348260,16460,"REBILL",29.95
52348261,16460,"REBILL",29.95
52348262,16462,"REBILL",19.95
52348263,16462,"REBILL",19.95
52348264,16462,"REBILL",19.95
52348265,16462,"REBILL",19.95
52348266,16462,"REBILL",19.95
52348267,16462,"REBILL",19.95
52348268,16462,"REBILL",19.95
52348269,16462,"REBILL",19.95
52348270,16462,"REBILL",19.95
52348271,16462,"REBILL",19.95
52348272,16465,"REBILL",29.95
52348273,16465,"REBILL",29.95
52348274,16465,"REBILL",29.95
52348275,16492,"REBILL",39.95
52348276,16492,"REBILL",39.95
52348277,16539,"REBILL",32.95
52348278,16539,"REBILL",32.95
52348279,16539,"REBILL",32.95
52348280,16552,"REBILL",29.95
52348281,16552,"REBILL",29.95
52348282,16569,"REBILL",29.95
52348283,16597,"REFUND",-39.95
52348284,16662,"REBILL",24.95
52348285,16670,"REBILL",29.95
52348286,16681,"REFUND",-24.95
52348287,16681,"REFUND",-24.95
52348288,16756,"REBILL",19.95
52348289,16756,"REBILL",19.95
52348290,16756,"REBILL",19.95
52348291,16756,"REBILL",19.95
52348292,16756,"REBILL",19.95
52348293,16756,"REBILL",19.95
52348294,16756,"REBILL",19.95
52348295,16756,"REBILL",19.95
52348296,16756,"REBILL",19.95
52348297,16756,"REBILL",19.95
52348298,16756,"REBILL",19.95
52348299,16756,"REBILL",19.95
52348300,16756,"REBILL",19.95
52348301,16770,"REBILL",19.95
52348302,16770,"REBILL",19.95
52348303,16770,"REBILL",19.95
52348304,16770,"REBILL",19.95
52348305,16786,"REBILL",24.95
52348306,16786,"REBILL",24.95
52348307,16792,"REBILL",24.95
52348308,16796,"REBILL",39.95
52348309,16796,"REBILL",39.95
52348310,16796,"REBILL",39.95
52348311,16841,"REBILL",24.95
52348312,16841,"REBILL",24.95
52348313,16842,"REBILL",29.95
52348314,16845,"REBILL",39.95
52348315,16882,"REBILL",24.95
52348316,16882,"REBILL",24.95
52348317,16900,"REBILL",39.95
52348318,16957,"REBILL",19.95
52348319,16957,"REBILL",19.95
52348320,16957,"REBILL",19.95
52348321,16957,"REBILL",19.95
52348322,16957,"REBILL",19.95
52348323,16981,"REBILL",24.95
52348324,16981,"REBILL",24.95
52348325,16981,"REBILL",24.95
52348326,16981,"REBILL",24.95
52348327,17041,"REBILL",39.95
52348328,17041,"REBILL",39.95
52348329,17041,"REBILL",39.95
52348330,17045,"REFUND",-29.95
52348331,17131,"REBILL",24.95
52348332,17131,"REBILL",24.95
52348333,17131,"REBILL",24.95
52348334,17141,"REBILL",39.95
52348335,17141,"REBILL",39.95
52348336,17141,"REBILL",39.95
52348337,17240,"REBILL",29.95
52348338,17240,"REBILL",29.95
52348339,17240,"REBILL",29.95
52348340,17240,"REBILL",29.95
52348341,17240,"REBILL",29.95
52348342,17290,"REBILL",19.95
52348343,17293,"REBILL",24.95
52348344,17293,"REBILL",24.95
52348345,17299,"REBILL",39.95
52348346,17299,"REBILL",39.95
52348347,17299,"REBILL",39.95
52348348,17299,"REBILL",39.95
52348349,17304,"REBILL",24.95
52348350,17305,"REBILL",24.95
52348351,17305,"REBILL",24.95
52348352,17305,"REBILL",24.95
52348353,17305,"CHARGEBACK",-24.95
52348354,17305,"CHARGEBACK",-24.95
52348355,17308,"REBILL",24.95
52348356,17308,"REBILL",24.95
52348357,17308,"REBILL",24.95
52348358,17308,"REBILL",24.95
52348359,17308,"REBILL",24.95
52348360,17331,"REBILL",24.95
52348361,17331,"REBILL",24.95
52348362,17331,"REBILL",24.95
52348363,17331,"REBILL",24.95
52348364,17331,"REBILL",24.95
52348365,17331,"REBILL",24.95
52348366,17347,"REBILL",24.95
52348367,17347,"REBILL",24.95
52348368,17347,"REBILL",24.95
52348369,17352,"CHARGEBACK",-32.95
52348370,17371,"REBILL",29.95
52348371,17388,"REBILL",19.95
52348372,17388,"REBILL",19.95
52348373,17388,"REBILL",19.95
52348374,17388,"REBILL",19.95
52348375,17388,"REBILL",19.95
52348376,17388,"REBILL",19.95
52348377,17388,"REBILL",19.95
52348378,17389,"REBILL",32.95
52348379,17408,"REBILL",39.95
52348380,17408,"REBILL",39.95
52348381,17412,"REBILL",24.95
52348382,17421,"REBILL",24.95
52348383,17439,"REBILL",24.95
52348384,17439,"REBILL",24.95
52348385,17439,"REBILL",24.95
52348386,17445,"REBILL",39.95
52348387,17447,"REBILL",39.95
52348388,17456,"REBILL",39.95
52348389,17456,"REBILL",39.95
52348390,17456,"REBILL",39.95
52348391,17456,"REBILL",39.95
52348392,17456,"REBILL",39.95
52348393,17538,"REBILL",32.95
52348394,17538,"REBILL",32.95
52348395,17538,"REBILL",32.95
52348396,17547,"REBILL",24.95
52348397,17547,"REBILL",24.95
52348398,17556,"REBILL",39.95
52348399,17567,"REBILL",19.95
52348400,17567,"REBILL",19.95
52348401,17567,"REBILL",19.95
52348402,17567,"REBILL",19.95
52348403,17567,"REBILL",19.95
52348404,17567,"REBILL",19.95
52348405,17567,"REBILL",19.95
52348406,17567,"REBILL",19.95
52348407,17567,"REBILL",19.95
52348408,17567,"REBILL",19.95
52348409,17586,"REBILL",29.95
52348410,17586,"REBILL",29.95
52348411,17611,"REBILL",32.95
52348412,17611,"REBILL",32.95
52348413,17611,"REBILL",32.95
52348414,17611,"REBILL",32.95
52348415,17611,"REBILL",32.95
52348416,17611,"REBILL",32.95
52348417,17611,"REBILL",32.95
52348418,17611,"REBILL",32.95
52348419,17611,"REBILL",32.95
52348420,17611,"REBILL",32.95
52348421,17611,"REBILL",32.95
52348422,17626,"REBILL",39.95
52348423,17626,"REBILL",39.95
52348424,17626,"REBILL",39.95
52348425,17626,"REBILL",39.95
52348426,17626,"REBILL",39.95
52348427,17650,"REBILL",24.95
52348428,17662,"REBILL",32.95
52348429,17662,"REBILL",32.95
52348430,17664,"REBILL",29.95
52348431,17664,"REBILL",29.95
52348432,17677,"REBILL",24.95
52348433,17717,"REBILL",24.95
52348434,17717,"REBILL",24.95
52348435,17717,"REBILL",24.95
52348436,17778,"REBILL",24.95
52348437,17778,"REBILL",24.95
52348438,17785,"REBILL",39.95
52348439,17785,"REBILL",39.95
52348440,17785,"REBILL",39.95
52348441,17834,"REBILL",24.95
52348442,17834,"REBILL",24.95
52348443,17834,"REBILL",24.95
52348444,17886,"REBILL",19.95
52348445,17886,"REBILL",19.95
52348446,17886,"REBILL",19.95
52348447,17886,"REBILL",19.95
52348448,17886,"REBILL",19.95
52348449,17886,"REBILL",19.95
52348450,17886,"REBILL",19.95
52348451,17886,"REBILL",19.95
52348452,17886,"REBILL",19.95
52348453,17929,"REBILL",39.95
52348454,17929,"REBILL",39.95
52348455,17929,"REBILL",39.95
52348456,17929,"REBILL",39.95
52348457,17929,"REBILL",39.95
52348458,17937,"REBILL",32.95
52348459,17937,"REBILL",32.95
52348460,17937,"REBILL",32.95
52348461,17942,"REBILL",24.95
52348462,17942,"REBILL",24.95
52348463,17942,"REBILL",24.95
52348464,17942,"REBILL",24.95
52348465,17942,"REBILL",24.95
52348466,17942,"REBILL",24.95
52348467,17942,"REBILL",24.95
52348468,17960,"REBILL",24.95
52348469,17980,"REBILL",32.95
52348470,17980,"REBILL",32.95
52348471,17980,"REBILL",32.95
52348472,17992,"REBILL",19.95
52348473,17992,"REBILL",19.95
52348474,17992,"REBILL",19.95
52348475,17992,"REBILL",19.95
52348476,18000,"REBILL",24.95
52348477,18015,"REBILL",32.95
52348478,18015,"REBILL",32.95
52348479,18015,"REBILL",32.95
52348480,18015,"REBILL",32.95
52348481,18015,"REBILL",32.95
52348482,18015,"REBILL",32.95
52348483,18015,"REBILL",32.95
52348484,18015,"REBILL",32.95
52348485,18015,"REBILL",32.95
52348486,18015,"REBILL",32.95
52348487,18015,"REBILL",32.95
52348488,18035,"REBILL",32.95
52348489,18035,"REBILL",32.95
52348490,18035,"REBILL",32.95
52348491,18035,"REBILL",32.95
52348492,18035,"REBILL",32.95
52348493,18054,"REBILL",24.95
52348494,18054,"REBILL",24.95
52348495,18054,"REBILL",24.95
52348496,18054,"REBILL",24.95
52348497,18063,"REBILL",19.95
52348498,18063,"REBILL",19.95
52348499,18063,"REBILL",19.95
52348500,18063,"REBILL",19.95
52348501,18063,"REBILL",19.95
52348502,18081,"REBILL",24.95
52348503,18151,"REBILL",29.95
52348504,18151,"REBILL",29.95
52348505,18151,"REBILL",29.95
52348506,18151,"REBILL",29.95
52348507,18166,"REFUND",-39.95
52348508,18166,"REFUND",-39.95
52348509,18166,"REFUND",-39.95
52348510,18166,"REFUND",-39.95
52348511,18195,"REBILL",19.95
52348512,18195,"REBILL",19.95
52348513,18219,"REBILL",19.95
52348514,18219,"REBILL",19.95
52348515,18264,"REBILL",24.95
52348516,18264,"REBILL",24.95
52348517,18264,"REBILL",24.95
52348518,18264,"REBILL",24.95
52348519,18264,"REBILL",24.95
52348520,18279,"REBILL",32.95
52348521,18298,"REBILL",24.95
52348522,18317,"REBILL",19.95
52348523,18317,"REBILL",19.95
52348524,18317,"REBILL",19.95
52348525,18317,"REBILL",19.95
52348526,18317,"REBILL",19.95
52348527,18317,"REBILL",19.95
52348528,18317,"REBILL",19.95
52348529,18384,"REBILL",29.95
52348530,18391,"REBILL",19.95
52348531,18391,"REBILL",19.95
52348532,18391,"REBILL",19.95
52348533,18391,"REBILL",19.95
52348534,18391,"REBILL",19.95
52348535,18391,"REBILL",19.95
52348536,18391,"REBILL",19.95
52348537,18391,"REBILL",19.95
52348538,18391,"REBILL",19.95
52348539,18391,"REBILL",19.95
52348540,18430,"REBILL",24.95
52348541,18430,"REBILL",24.95
52348542,18430,"REBILL",24.95
52348543,18430,"REBILL",24.95
52348544,18430,"REBILL",24.95
52348545,18430,"REBILL",24.95
52348546,18430,"CHARGEBACK",-24.95
52348547,18430,"CHARGEBACK",-24.95
52348548,18441,"REBILL",29.95
52348549,18447,"REBILL",24.95
52348550,18447,"REBILL",24.95
52348551,18453,"REBILL",39.95
52348552,18453,"REBILL",39.95
52348553,18460,"REBILL",24.95
52348554,18460,"REBILL",24.95
52348555,18460,"REBILL",24.95
52348556,18520,"REBILL",32.95
52348557,18550,"REFUND",-24.95
52348558,18564,"REBILL",32.95
52348559,18571,"REBILL",39.95
52348560,18574,"REBILL",19.95
52348561,18574,"REBILL",19.95
52348562,18574,"REBILL",19.95
52348563,18574,"REBILL",19.95
52348564,18574,"REBILL",19.95
52348565,18589,"REBILL",24.95
52348566,18589,"REBILL",24.95
52348567,18589,"REBILL",24.95
52348568,18589,"REBILL",24.95
52348569,18589,"REBILL",24.95
52348570,18589,"REBILL",24.95
52348571,18590,"REBILL",24.95
52348572,18644,"REBILL",29.95
52348573,18644,"REBILL",29.95
52348574,18644,"REBILL",29.95
52348575,18644,"REBILL",29.95
52348576,18650,"REBILL",32.95
52348577,18650,"REBILL",32.95
52348578,18650,"REBILL",32.95
52348579,18650,"REBILL",32.95
52348580,18650,"REBILL",32.95
52348581,18650,"REBILL",32.95
52348582,18657,"REBILL",24.95
52348583,18707,"REBILL",39.95
52348584,18715,"REBILL",19.95
52348585,18734,"REBILL",32.95
52348586,18734,"REBILL",32.95
52348587,18734,"REBILL",32.95
52348588,18734,"REBILL",32.95
52348589,18734,"REBILL",32.95
52348590,18745,"REBILL",19.95
52348591,18746,"REBILL",24.95
52348592,18746,"REBILL",24.95
52348593,18746,"REBILL",24.95
52348594,18746,"REBILL",24.95
52348595,18746,"REBILL",24.95
52348596,18746,"REBILL",24.95
52348597,18746,"REBILL",24.95
52348598,18746,"REBILL",24.95
52348599,18789,"REFUND",-29.95
52348600,18789,"REFUND",-29.95
52348601,18789,"REFUND",-29.95
52348602,18797,"REBILL",24.95
52348603,18797,"REBILL",24.95
52348604,18826,"REBILL",39.95
52348605,18826,"REBILL",39.95
52348606,18836,"REBILL",39.95
52348607,18864,"REBILL",24.95
52348608,18871,"REBILL",19.95
52348609,18887,"REFUND",-39.95
52348610,18901,"REBILL",32.95
52348611,18968,"REBILL",39.95
52348612,18968,"REBILL",39.95
52348613,18968,"REBILL",39.95
52348614,19005,"REBILL",19.95
52348615,19005,"REBILL",19.95
52348616,19011,"REFUND",-29.95
52348617,19011,"REFUND",-29.95
52348618,19011,"REFUND",-29.95
52348619,19011,"REFUND",-29.95
52348620,19015,"REBILL",24.95
52348621,19057,"REBILL",19.95
52348622,19057,"REBILL",19.95
52348623,19058,"REBILL",32.95
52348624,19058,"REBILL",32.95
52348625,19058,"REBILL",32.95
52348626,19058,"REBILL",32.95
52348627,19058,"REBILL",32.95
52348628,19058,"REBILL",32.95
52348629,19058,"REBILL",32.95
52348630,19058,"REBILL",32.95
52348631,19058,"REBILL",32.95
52348632,19077,"REBILL",32.95
52348633,19080,"REBILL",29.95
52348634,19095,"REBILL",24.95
52348635,19168,"REFUND",-24.95
52348636,19168,"REFUND",-24.95
52348637,19168,"REFUND",-24.95
52348638,19168,"REFUND",-24.95
52348639,19168,"REFUND",-24.95
52348640,19168,"REFUND",-24.95
52348641,19187,"REBILL",29.95
52348642,19187,"REBILL",29.95
52348643,19187,"REBILL",29.95
52348644,19187,"REBILL",29.95
52348645,19187,"REBILL",29.95
52348646,19187,"REBILL",29.95
52348647,19187,"REBILL",29.95
52348648,19187,"REBILL",29.95
52348649,19187,"REBILL",29.95
52348650,19187,"REBILL",29.95
52348651,19225,"REBILL",24.95
52348652,19230,"REBILL",32.95
52348653,19230,"REBILL",32.95
52348654,19230,"REBILL",32.95
52348655,19230,"REBILL",32.95
52348656,19230,"REBILL",32.95
52348657,19230,"REBILL",32.95
52348658,19230,"REBILL",32.95
52348659,19230,"REBILL",32.95
52348660,19230,"REBILL",32.95
52348661,19230,"REBILL",32.95
52348662,19230,"REBILL",32.95
52348663,19230,"REBILL",32.95
52348664,19230,"REBILL",32.95
52348665,19230,"REBILL",32.95
52348666,19256,"REBILL",24.95
52348667,19256,"REBILL",24.95
52348668,19256,"REBILL",24.95
52348669,19256,"REBILL",24.95
52348670,19256,"REBILL",24.95
52348671,19256,"REBILL",24.95
52348672,19256,"REBILL",24.95
52348673,19256,"REBILL",24.95
52348674,19273,"REBILL",19.95
52348675,19273,"REBILL",19.95
52348676,19273,"REBILL",19.95
52348677,19300,"REBILL",24.95
52348678,19300,"REBILL",24.95
52348679,19331,"CHARGEBACK",-32.95
52348680,19331,"CHARGEBACK",-32.95
52348681,19331,"CHARGEBACK",-32.95
52348682,19345,"REBILL",24.95
52348683,19345,"REBILL",24.95
52348684,19384,"REBILL",39.95
52348685,19407,"REBILL",24.95
52348686,19407,"REBILL",24.95
52348687,19422,"REBILL",39.95
52348688,19422,"REBILL",39.95
52348689,19422,"REBILL",39.95
52348690,19469,"REBILL",32.95
52348691,19469,"REBILL",32.95
52348692,19469,"REBILL",32.95
52348693,19486,"REBILL",29.95
52348694,19493,"REBILL",32.95
52348695,19493,"REBILL",32.95
52348696,19529,"REBILL",29.95
52348697,19564,"REBILL",39.95
52348698,19592,"REBILL",29.95
52348699,19592,"REBILL",29.95
52348700,19592,"REBILL",29.95
52348701,19593,"REFUND",-29.95
52348702,19603,"REBILL",19.95
52348703,19620,"REBILL",29.95
52348704,19620,"REBILL",29.95
52348705,19621,"REBILL",24.95
52348706,19621,"REBILL",24.95
52348707,19621,"REBILL",24.95
52348708,19642,"REBILL",19.95
52348709,19642,"REBILL",19.95
52348710,19642,"REBILL",19.95
52348711,19642,"REBILL",19.95
52348712,19642,"REBILL",19.95
52348713,19642,"REBILL",19.95
52348714,19642,"REBILL",19.95
52348715,19642,"REBILL",19.95
52348716,19646,"REBILL",24.95
52348717,19646,"REBILL",24.95
52348718,19646,"REBILL",24.95
52348719,19646,"REBILL",24.95
52348720,19646,"REBILL",24.95
52348721,19680,"REBILL",32.95
52348722,19680,"REBILL",32.95
52348723,19680,"REBILL",32.95
52348724,19706,"REBILL",24.95
52348725,19706,"REBILL",24.95
52348726,19706,"REBILL",24.95
52348727,19706,"REBILL",24.95
52348728,19706,"REBILL",24.95
52348729,19706,"REBILL",24.95
52348730,19706,"REBILL",24.95
52348731,19746,"REBILL",24.95
52348732,19751,"REBILL",19.95
52348733,19751,"REBILL",19.95
52348734,19751,"REBILL",19.95
52348735,19751,"REBILL",19.95
52348736,19751,"REBILL",19.95
52348737,19758,"REBILL",24.95
52348738,19758,"REBILL",24.95
52348739,19758,"REBILL",24.95
52348740,19758,"REBILL",24.95
52348741,19758,"REBILL",24.95
52348742,19758,"REBILL",24.95
52348743,19758,"REBILL",24.95
52348744,19758,"REBILL",24.95
52348745,19796,"REBILL",24.95
52348746,19816,"REBILL",29.95
52348747,19816,"REBILL",29.95
52348748,19817,"REBILL",39.95
52348749,19821,"REBILL",24.95
52348750,19821,"REBILL",24.95
52348751,19821,"REBILL",24.95
52348752,19821,"REBILL",24.95
52348753,19821,"REBILL",24.95
52348754,19821,"REBILL",24.95
52348755,19868,"REBILL",24.95
52348756,19919,"REBILL",39.95
52348757,19939,"REBILL",29.95
52348758,19939,"REBILL",29.95
52348759,19965,"REBILL",24.95
52348760,19984,"REBILL",32.95
52348761,19984,"REBILL",32.95
52348762,19984,"REBILL",32.95
52348763,19984,"REBILL",32.95
52348764,19984,"REBILL",32.95
52348765,19984,"REBILL",32.95
52348766,19984,"REBILL",32.95
52348767,19993,"REBILL",32.95
52348768,20009,"REBILL",32.95
52348769,20028,"REBILL",39.95
52348770,20028,"REBILL",39.95
52348771,20033,"REBILL",24.95
52348772,20039,"REBILL",19.95
52348773,20039,"REBILL",19.95
52348774,20039,"REBILL",19.95
52348775,20039,"REBILL",19.95
52348776,20039,"REBILL",19.95
52348777,20039,"REBILL",19.95
52348778,20049,"REBILL",29.95
52348779,20066,"REBILL",32.95
52348780,20066,"REBILL",32.95
52348781,20066,"REBILL",32.95
52348782,20066,"REBILL",32.95
52348783,20090,"REBILL",29.95
52348784,20090,"REBILL",29.95
52348785,20105,"REBILL",29.95
52348786,20105,"REBILL",29.95
52348787,20105,"REBILL",29.95
52348788,20105,"REBILL",29.95
52348789,20120,"REBILL",24.95
52348790,20120,"REBILL",24.95
52348791,20126,"REBILL",39.95
52348792,20184,"REBILL",24.95
52348793,20184,"REBILL",24.95
52348794,20184,"REBILL",24.95
52348795,20219,"REBILL",32.95
52348796,20219,"REBILL",32.95
52348797,20272,"REBILL",24.95
52348798,20272,"REBILL",24.95
52348799,20272,"REBILL",24.95
52348800,20272,"REBILL",24.95
52348801,20272,"REBILL",24.95
52348802,20272,"REBILL",24.95
52348803,20272,"REBILL",24.95
52348804,20272,"REBILL",24.95
52348805,20272,"REBILL",24.95
52348806,20272,"REBILL",24.95
52348807,20272,"REBILL",24.95
